SK_ID_CURR,TARGET
100001,0.07855846225239385
100005,0.1378638998706128
100013,0.08214688492005105
100028,0.08101303034069723
100038,0.13247125621358938
100042,0.06422093357201818
100057,0.09432507497498722
100065,0.10937361703994569
100066,0.05515182430785251
100067,0.09381686560002807
100074,0.0804255068212764
100090,0.1249236557438307
100091,0.1177474669244158
100092,0.11034620907747077
100106,0.13282314165488918
100107,0.10367158636499858
100109,0.11234483499286338
100117,0.09172984661181495
100128,0.07420164687711849
100141,0.10712369102042177
100150,0.07947808018812995
100168,0.06653170271259429
100169,0.04988799885710282
100170,0.09061447142002453
100171,0.1086674694276666
100172,0.13405322218678867
100184,0.08374817350545684
100187,0.07134600948119466
100212,0.0878384485934183
100222,0.10285593462978782
100223,0.06379017449698059
100232,0.07499592784330401
100241,0.13572619036463965
100245,0.07875498279625509
100253,0.0668873331313503
100256,0.10172976363403158
100271,0.06724674057893373
100278,0.12090748280052513
100280,0.0730834763690165
100306,0.14151757837599535
100311,0.12081444448774614
100312,0.07171710410638397
100330,0.09066461868770107
100331,0.10619474401381612
100352,0.09664113292468096
100358,0.11645416563532972
100367,0.10006995360199722
100382,0.08531852605253985
100384,0.07929599342938042
100385,0.10182798964562463
100386,0.08523090815991148
100399,0.07860785622935906
100404,0.07741383854395767
100416,0.07102695894360941
100422,0.14232326320883446
100426,0.08737891717652799
100438,0.07361168221489307
100444,0.10477829934774924
100445,0.12465402707551891
100446,0.10604259605178959
100447,0.07480873184960145
100450,0.08375509362740284
100466,0.09756016790314478
100483,0.07766815373887839
100484,0.06163470919734019
100494,0.09167802078072287
100510,0.12312824336385403
100512,0.07085440003286173
100517,0.08023384824652448
100548,0.06591404568081802
100551,0.080957319522727
100552,0.12985092620342442
100553,0.0882549376542419
100561,0.09994153374319419
100568,0.1370259334013529
100569,0.06981198640539757
100591,0.10379371701466268
100592,0.061145427697570455
100602,0.09604950833708284
100607,0.09445603516963985
100613,0.0937898919259951
100617,0.07482055453141935
100618,0.10607503908907458
100622,0.15251051036348487
100625,0.10451554901648726
100677,0.09370063691827735
100699,0.0887037609562935
100702,0.14395286562033804
100711,0.07705128770334836
100729,0.14677384151216336
100740,0.11864548739658802
100744,0.11159697871996664
100745,0.10319489424686938
100747,0.10481338450446144
100751,0.11375348342382954
100752,0.09459677670231799
100753,0.14721195270545473
100754,0.11614132550679264
100760,0.11373791563483278
100762,0.10139408888140178
100763,0.08540535002064562
100765,0.08629158277462731
100770,0.09711935359619991
100772,0.08461702791287508
100777,0.0895324977769138
100791,0.0751678368325328
100792,0.07288671128721202
100797,0.10062633321542254
100823,0.10205449171759519
100826,0.10473288527384907
100830,0.07424277526075557
100836,0.12623670555582092
100872,0.09114569659484033
100910,0.09676945967008498
100913,0.07505732084361769
100918,0.09314331117969678
100931,0.06781210447143944
100952,0.11894314276517162
100953,0.08772493673049225
100965,0.11406557405763267
100970,0.088104246023613
100982,0.11354352736109163
100983,0.09710206288264753
100984,0.07373236875806453
100987,0.11908712204596006
100997,0.08486526306913132
100998,0.12869792208862257
101002,0.11225367027408699
101005,0.13508874661372017
101008,0.13033582355641465
101020,0.11220318530873681
101021,0.10937477155079091
101024,0.08554314696655127
101025,0.13551030899896455
101026,0.09453423757204772
101031,0.0865172535391167
101041,0.0720222083284937
101051,0.06084202135579918
101055,0.10089597315083813
101056,0.11290586769859169
101057,0.10864358824745383
101064,0.08016168216894891
101079,0.0963844998106087
101087,0.09196378048811718
101090,0.07038629894929392
101092,0.09492394724831422
101097,0.11246014446318996
101099,0.06880174119436461
101107,0.10764559427710832
101118,0.10793648589694997
101125,0.09690958388946562
101126,0.08038754459187464
101128,0.1187623714662019
101136,0.12286891257244878
101140,0.10592680008717449
101149,0.08385066257544056
101160,0.08179662118535261
101169,0.13305781392496735
101181,0.08696506030858714
101186,0.06370246120054993
101190,0.11722772881685989
101193,0.11730026565114096
101194,0.08926741417553365
101198,0.10017029327514987
101200,0.07239419041410934
101204,0.10917236272141706
101211,0.08471000779411136
101213,0.0824234160235978
101223,0.08443928352592522
101225,0.10570819487804771
101237,0.08825682664914335
101243,0.09153892468022852
101244,0.1192872064456822
101258,0.08136012064337328
101259,0.14492520309782375
101268,0.11556894339831227
